hit_id,x,y,z,volume_id,layer_id,module_id
83,-66.9605,-33.9326,-1502,7,2,6
84,-57.0632,-16.8444,-1502,7,2,6
85,-54.4125,-26.6244,-1502,7,2,6
86,-57.3894,-20.1725,-1502,7,2,6
87,-55.2242,-23.93,-1502,7,2,6
88,-56.4937,-30.7337,-1502,7,2,6
89,-93.9868,-36.6213,-1502,7,2,6
90,-122.456,-43.548,-1498,7,2,7
91,-128.222,-51.1665,-1498,7,2,7
92,-120.633,-43.3589,-1498,7,2,7
93,-126.082,-41.4411,-1498,7,2,7
94,-105.78,-33.16,-1498,7,2,7
95,-148.252,-46.9206,-1498,7,2,7
96,-100.426,-36.7443,-1498,7,2,7
97,-104.291,-32.9246,-1498,7,2,7
98,-108.019,-30.1923,-1498,7,2,7
99,-115.266,-35.1263,-1498,7,2,7
100,-153.182,-47.4656,-1498,7,2,7
101,-100.729,-36.7969,-1502,7,2,8
102,-108.736,-50.3891,-1502,7,2,8
103,-139.462,-56.2494,-1502,7,2,8
104,-95.5612,-45.2279,-1502,7,2,8
105,-100.534,-45.4558,-1502,7,2,8
106,-152.164,-61.9124,-1502,7,2,8
107,-128.996,-51.4095,-1502,7,2,8
108,-111.795,-49.335,-1502,7,2,8
109,-103.469,-46.6214,-1502,7,2,8
110,-59.703,-28.992,-1497.5,7,2,9
111,-66.7625,-33.7872,-1497.5,7,2,9
112,-49.8046,-35.2996,-1497.5,7,2,9
113,-45.416,-35.8941,-1497.5,7,2,9
114,-49.1296,-29.0804,-1497.5,7,2,9
115,-81.3408,-45.6528,-1497.5,7,2,9
116,-58.5684,-43.4131,-1497.5,7,2,9
117,-57.4004,-40.7752,-1497.5,7,2,9
118,-51.4579,-27.927,-1497.5,7,2,9
119,-55.0148,-23.8907,-1497.5,7,2,9
120,-59.2182,-34.1485,-1497.5,7,2,9
121,-85.1631,-46.8224,-1497.5,7,2,9
122,-54.2567,-26.5341,-1497.5,7,2,9
123,-48.8052,-25.9496,-1497.5,7,2,9
124,-75.8321,-52.2462,-1497.5,7,2,9
125,-56.6034,-41.7529,-1497.5,7,2,9
126,-69.732,-37.3075,-1497.5,7,2,9
127,-60.3046,-40.8544,-1497.5,7,2,9
128,-64.1079,-47.7004,-1497.5,7,2,9
129,-30.0478,-21.1401,-1497.5,7,2,9
130,-63.8267,-29.6425,-1497.5,7,2,9
131,-55.673,-38.4266,-1497.5,7,2,9
132,-56.2044,-30.777,-1497.5,7,2,9
133,-56.3569,-30.6359,-1497.5,7,2,9
134,-66.5157,-43.1945,-1497.5,7,2,9
135,-100.969,-62.4492,-1498,7,2,10
136,-126.837,-79.2091,-1498,7,2,10
137,-93.4209,-53.7234,-1498,7,2,10
138,-102.277,-49.8569,-1498,7,2,10
139,-138.191,-76.7717,-1498,7,2,10
140,-95.3073,-45.1018,-1498,7,2,10
141,-122.758,-93.8187,-1502,7,2,11
142,-99.6161,-76.4508,-1502,7,2,11
143,-87.0965,-57.3291,-1502,7,2,11
144,-105.587,-76.4199,-1502,7,2,11
145,-127.929,-90.088,-1502,7,2,11
146,-91.4908,-61.0666,-1502,7,2,11
147,-101.238,-62.5919,-1502,7,2,11
148,-138.821,-103.549,-1502,7,2,11
149,-90.1878,-70.4164,-1502,7,2,11
150,-115.265,-88.8675,-1502,7,2,11
151,-144.521,-90.3019,-1502,7,2,11
152,-66.2739,-54.532,-1502.5,7,2,12
153,-61.4013,-50.8964,-1502.5,7,2,12
154,-47.3517,-43.3682,-1502.5,7,2,12
155,-46.6926,-42.1478,-1502.5,7,2,12
156,-45.7991,-40.5956,-1502.5,7,2,12
157,-56.2186,-55.9386,-1502.5,7,2,12
158,-64.3066,-47.8545,-1502.5,7,2,12
159,-47.0426,-41.1316,-1502.5,7,2,12
160,-41.6442,-46.3184,-1502.5,7,2,12
161,-46.6619,-45.475,-1502.5,7,2,12
162,-54.1236,-55.7931,-1502.5,7,2,12
163,-40.2563,-40.0698,-1502.5,7,2,12
164,-55.827,-38.5738,-1502.5,7,2,12
165,-46.9508,-42.1053,-1502.5,7,2,12
166,-57.6119,-40.8873,-1502.5,7,2,12
167,-60.4894,-40.9777,-1502.5,7,2,12
168,-72.2213,-57.902,-1502.5,7,2,12
169,-40.9193,-42.4115,-1502.5,7,2,12
170,-67.5589,-66.479,-1502.5,7,2,12
171,-45.547,-36.0405,-1502.5,7,2,12
172,-58.7755,-43.5907,-1502.5,7,2,12
173,-63.0783,-64.0988,-1502.5,7,2,12
174,-49.9896,-35.4293,-1502.5,7,2,12
175,-54.2046,-44.0923,-1502.5,7,2,12
176,-30.1281,-21.2934,-1502.5,7,2,12
177,-73.456,-55.9318,-1502.5,7,2,12
178,-56.7708,-41.9442,-1502.5,7,2,12
179,-114.988,-88.5632,-1498,7,2,13
180,-126.902,-114.592,-1498,7,2,13
181,-89.9553,-70.1811,-1498,7,2,13
182,-108.957,-87.9745,-1498,7,2,13
183,-95.8943,-76.4125,-1498,7,2,13
184,-116.924,-101.024,-1498,7,2,13
185,-109.519,-88.181,-1498,7,2,13
186,-98.3814,-86.8616,-1498,7,2,13
187,-108.267,-92.0595,-1498,7,2,13
188,-86.692,-77.5449,-1498,7,2,13
189,-124.411,-95.6081,-1498,7,2,13
190,-117.166,-103.89,-1498,7,2,13
191,-99.318,-76.3118,-1498,7,2,13
192,-123.35,-108.505,-1498,7,2,13
193,-122.431,-93.5737,-1498,7,2,13
194,-35.7557,-44.8286,-1498,7,2,14
195,-40.7781,-42.2404,-1498,7,2,14
196,-63.6664,-75.5831,-1498,7,2,14
197,-34.9388,-38.9449,-1498,7,2,14
198,-43.5893,-62.6233,-1498,7,2,14
199,-67.3639,-66.2854,-1498,7,2,14
200,-39.0154,-57.6529,-1498,7,2,14
201,-47.2246,-43.2442,-1498,7,2,14
202,-41.4638,-46.1998,-1498,7,2,14
203,-40.1123,-39.998,-1498,7,2,14
204,-56.3628,-65.184,-1498,7,2,14
205,-54.7206,-61.1055,-1498,7,2,14
206,-49.217,-55.8935,-1498,7,2,14
207,-53.5362,-69.9582,-1498,7,2,14
208,-46.8011,-41.9785,-1498,7,2,14
209,-46.5395,-41.9801,-1498,7,2,14
210,-53.9697,-55.607,-1498,7,2,14
211,-44.2115,-51.9575,-1498,7,2,14
212,-56.0601,-55.7449,-1498,7,2,14
213,-46.4446,-61.886,-1498,7,2,14
214,-46.5485,-45.3012,-1498,7,2,14
215,-86.9277,-77.7707,-1502,7,2,15
216,-85.9175,-91.0002,-1502,7,2,15
217,-98.6366,-87.0754,-1502,7,2,15
218,-105.018,-106.538,-1502,7,2,15
219,-70.019,-77.974,-1502,7,2,15
220,-95.8773,-92.9428,-1502,7,2,15
221,-103.699,-114.695,-1502,7,2,15
222,-82.7514,-94.5954,-1502,7,2,15
223,-69.7965,-77.7719,-1498,7,2,16
224,-92.5764,-105.576,-1498,7,2,16
225,-82.5611,-94.2981,-1498,7,2,16
226,-106.631,-131.267,-1498,7,2,16
227,-68.0426,-92.3891,-1498,7,2,16
228,-113.966,-133.292,-1498,7,2,16
229,-103.44,-114.355,-1498,7,2,16
230,-84.1793,-113.774,-1498,7,2,16
231,-69.3298,-82.0427,-1498,7,2,16
232,-64.4418,-85.5483,-1498,7,2,16
233,-46.6002,-62.0255,-1502,7,2,17
234,-39.1465,-57.8047,-1502,7,2,17
235,-47.9289,-84.419,-1502,7,2,17
236,-26.9301,-48.2043,-1502,7,2,17
237,-49.2497,-73.516,-1502,7,2,17
238,-35.6963,-68.8252,-1502,7,2,17
239,-35.8336,-44.9345,-1502,7,2,17
240,-27.4782,-58.094,-1502,7,2,17
241,-37.7028,-57.6497,-1502,7,2,17
242,-15.5859,-34.9555,-1502,7,2,17
243,-39.0044,-78.4341,-1502,7,2,17
244,-42.0236,-64.2221,-1502,7,2,17
245,-35.3865,-43.9692,-1502,7,2,17
246,-43.5532,-76.4791,-1502,7,2,17
247,-39.2324,-59.8587,-1502,7,2,17
248,-43.6804,-62.811,-1502,7,2,17
249,-46.9853,-70.5008,-1502,7,2,17
250,-39.9138,-75.3248,-1502,7,2,17
251,-64.5732,-85.816,-1502,7,2,18
252,-76.7393,-115.255,-1502,7,2,18
253,-80.4612,-112.637,-1502,7,2,18
254,-67.9504,-103.112,-1502,7,2,18
255,-68.227,-92.654,-1502,7,2,18
256,-66.1695,-96.1089,-1502,7,2,18
257,-59.2819,-98.9194,-1502,7,2,18
258,-53.4167,-89.8447,-1502,7,2,18
259,-64.5861,-101.849,-1502,7,2,18
260,-79.2466,-111.914,-1502,7,2,18
261,-67.3033,-107.673,-1502,7,2,18
262,-73.1888,-114.142,-1502,7,2,18
263,-82.6868,-135.173,-1502,7,2,18
264,-64.3644,-101.633,-1498,7,2,19
265,-75.2777,-136.023,-1498,7,2,19
266,-67.7695,-133.024,-1498,7,2,19
267,-69.0457,-132.643,-1498,7,2,19
268,-67.0674,-107.411,-1498,7,2,19
269,-85.9892,-143.745,-1498,7,2,19
270,-82.4957,-134.802,-1498,7,2,19
271,-53.3017,-89.5811,-1498,7,2,19
272,-72.9478,-113.858,-1498,7,2,19
273,-16.6088,-60.0224,-1497.5,7,2,20
274,-39.7856,-75.0805,-1497.5,7,2,20
275,-28.2237,-75.9121,-1497.5,7,2,20
276,-26.8771,-48.0977,-1497.5,7,2,20
277,-27.3801,-57.9353,-1497.5,7,2,20
278,-37.9688,-69.8194,-1497.5,7,2,20
279,-32.3453,-81.9372,-1497.5,7,2,20
280,-17.8748,-65.0385,-1497.5,7,2,20
281,-29.3792,-68.2491,-1497.5,7,2,20
282,-38.8603,-78.2036,-1497.5,7,2,20
283,-34.6586,-78.251,-1497.5,7,2,20
284,-25.6006,-51.5489,-1497.5,7,2,20
285,-34.9618,-91.2647,-1497.5,7,2,20
286,-23.4692,-60.3834,-1497.5,7,2,20
287,-35.5861,-68.6006,-1497.5,7,2,20
288,-50.7386,-117.078,-1502,7,2,21
289,-46.5609,-109.102,-1502,7,2,21
290,-50.4134,-119.189,-1502,7,2,21
291,-49.6466,-118.442,-1502,7,2,21
292,-67.8916,-133.397,-1502,7,2,21
293,-61.333,-136.164,-1502,7,2,21
294,-31.2971,-112.337,-1498,7,2,22
295,-38.0558,-110.475,-1498,7,2,22
296,-26.3808,-101.445,-1498,7,2,22
297,-55.2622,-155.562,-1498,7,2,22
298,-56.0817,-141.939,-1498,7,2,22
299,-17.9583,-65.2705,-1502.5,7,2,23
300,-16.2436,-99.4656,-1502.5,7,2,23
301,-21.0685,-74.5844,-1502.5,7,2,23
302,-13.5212,-64.1375,-1502.5,7,2,23
303,-12.1079,-52.8963,-1502.5,7,2,23
304,-8.05042,-68.7655,-1502.5,7,2,23
305,-16.6398,-60.2072,-1502.5,7,2,23
306,-17.0235,-86.4361,-1502.5,7,2,23
307,-14.4559,-60.9629,-1502.5,7,2,23
308,-13.6456,-70.0103,-1502.5,7,2,23
309,-11.1034,-64.7758,-1502.5,7,2,23
310,-19.4506,-93.5472,-1502.5,7,2,23
311,-38.9278,-169.114,-1502,7,2,24
312,-26.4622,-101.7,-1502,7,2,24
313,-29.2077,-149.122,-1502,7,2,24
314,-25.7418,-114.163,-1502,7,2,24
315,-32.2255,-132.974,-1502,7,2,24
316,-31.3938,-112.622,-1502,7,2,24
317,-43.9121,-159.514,-1502,7,2,24
318,-24.7688,-116.298,-1502,7,2,24
319,-31.9002,-141.2,-1502,7,2,24
320,-7.69121,-79.5637,-1498,7,2,25
321,-0.0461256,-65.2695,-1498,7,2,25
322,-8.03107,-68.5875,-1498,7,2,25
323,-3.31935,-57.7896,-1498,7,2,25
324,-4.62287,-99.2061,-1498,7,2,25
325,-2.63598,-89.8922,-1498,7,2,25
326,-6.45492,-83.6107,-1498,7,2,25
327,1.76029,-75.4551,-1498,7,2,25
328,-16.1543,-99.1538,-1498,7,2,25
329,-1.18639,-82.3071,-1498,7,2,25
330,-6.67178,-76.8071,-1498,7,2,25
331,-2.12536,-71.9331,-1498,7,2,25
332,-11.0753,-64.5707,-1498,7,2,25
333,-0.514682,-56.5657,-1498,7,2,25
334,-10.9226,-97.6808,-1498,7,2,25
335,-12.0969,-52.6977,-1498,7,2,25
336,1.19239,-66.739,-1498,7,2,25
337,-13.5961,-69.8352,-1498,7,2,25
338,-17.2685,-132.299,-1498,7,2,26
339,-22.0246,-143.594,-1498,7,2,26
340,-15.9071,-107.701,-1498,7,2,26
341,-17.3367,-170.064,-1498,7,2,26
342,-17.9993,-151.652,-1498,7,2,26
343,-8.00116,-106.759,-1498,7,2,26
344,-10.9444,-107.953,-1498,7,2,26
345,-29.1035,-148.74,-1498,7,2,26
346,-18.501,-134.62,-1498,7,2,26
347,-3.05602,-104.534,-1502,7,2,27
348,-10.9738,-120.975,-1502,7,2,27
349,-10.986,-108.249,-1502,7,2,27
350,-7.97682,-107.036,-1502,7,2,27
351,-5.36902,-137.242,-1502,7,2,27
352,-5.81443,-129.553,-1502,7,2,27
353,-9.77024,-156.812,-1502,7,2,27
354,-8.06647,-120.885,-1502,7,2,27
355,-4.97866,-128.798,-1502,7,2,27
356,-3.29081,-57.9198,-1502,7,2,28
357,-0.0403266,-65.4455,-1502,7,2,28
358,-2.12238,-72.1288,-1502,7,2,28
359,10.7845,-62.788,-1502,7,2,28
360,5.94089,-56.6865,-1502,7,2,28
361,7.70393,-77.8136,-1502,7,2,28
362,12.8493,-76.2779,-1502,7,2,28
363,12.5994,-89.6723,-1502,7,2,28
364,4.82848,-59.7585,-1502,7,2,28
365,9.9691,-56.2506,-1502,7,2,28
366,12.7787,-76.6557,-1502,7,2,28
367,3.10644,-72.928,-1502,7,2,28
368,-1.22767,-82.5226,-1502,7,2,28
369,-0.525008,-56.738,-1502,7,2,28
370,7.0157,-75.4415,-1502,7,2,28
371,10.7289,-95.8568,-1502,7,2,28
372,7.37916,-74.9615,-1502,7,2,28
373,5.51463,-61.4668,-1502,7,2,28
374,1.17986,-66.9294,-1502,7,2,28
375,1.76423,-75.6291,-1502,7,2,28
376,12.2472,-71.8136,-1502,7,2,28
377,2.22216,-88.4577,-1502,7,2,28
378,5.76999,-166.956,-1498,7,2,29
379,6.5223,-137.286,-1498,7,2,29
380,-3.01227,-104.279,-1498,7,2,29
381,3.35973,-142.5,-1498,7,2,29
382,7.57,-166.35,-1498,7,2,29
383,22.1951,-105.006,-1502,7,2,30
384,24.7228,-173.432,-1502,7,2,30
385,23.0733,-160.883,-1502,7,2,30
386,16.0944,-111.215,-1502,7,2,30
387,18.9702,-170.555,-1502,7,2,30
388,24.1866,-120.006,-1502,7,2,30
389,27.5325,-151.231,-1502,7,2,30
390,12.7651,-76.4094,-1497.5,7,2,31
391,23.5397,-93.445,-1497.5,7,2,31
392,17.4963,-70.4142,-1497.5,7,2,31
393,12.1784,-71.6094,-1497.5,7,2,31
394,5.93553,-56.5294,-1497.5,7,2,31
395,17.5447,-80.4682,-1497.5,7,2,31
396,19.2951,-94.6129,-1497.5,7,2,31
397,13.6586,-42.0065,-1497.5,7,2,31
398,18.3695,-93.7564,-1497.5,7,2,31
399,17.6665,-83.3314,-1497.5,7,2,31
400,18.7984,-60.8449,-1497.5,7,2,31
401,17.0121,-57.6882,-1497.5,7,2,31
402,10.7858,-62.596,-1497.5,7,2,31
403,27.0986,-88.9922,-1497.5,7,2,31
404,17.9938,-65.2042,-1497.5,7,2,31
405,12.5142,-76.0068,-1497.5,7,2,31
406,20.785,-71.4758,-1497.5,7,2,31
407,15.1202,-82.1494,-1497.5,7,2,31
408,20.2911,-89.3377,-1497.5,7,2,31
409,22.1718,-57.8956,-1497.5,7,2,31
410,9.94319,-56.0879,-1497.5,7,2,31
411,32.7489,-139.786,-1498,7,2,32
412,31.351,-118.555,-1498,7,2,32
413,24.069,-119.697,-1498,7,2,32
414,36.0234,-120.295,-1498,7,2,32
415,36.5335,-134.257,-1498,7,2,32
416,33.8227,-166.899,-1498,7,2,32
417,23.2229,-104.525,-1498,7,2,32
418,33.545,-172.653,-1498,7,2,32
419,35.5569,-118.093,-1498,7,2,32
420,28.1905,-120.509,-1498,7,2,32
421,37.7474,-126.939,-1498,7,2,32
422,31.012,-100.516,-1498,7,2,32
423,22.1393,-104.722,-1498,7,2,32
424,27.5165,-150.815,-1498,7,2,32
425,20.8475,-71.7221,-1502.5,7,2,33
426,29.2552,-57.8892,-1502.5,7,2,33
427,30.5674,-80.7862,-1502.5,7,2,33
428,29.245,-71.7142,-1502.5,7,2,33
429,18.8683,-61.0348,-1502.5,7,2,33
430,24.9031,-59.053,-1502.5,7,2,33
431,33.9168,-93.7067,-1502.5,7,2,33
432,23.3845,-73.3752,-1502.5,7,2,33
433,17.0749,-57.881,-1502.5,7,2,33
434,18.047,-65.4542,-1502.5,7,2,33
435,29.8742,-51.5443,-1502.5,7,2,33
436,22.2351,-58.0572,-1502.5,7,2,33
437,36.0777,-88.7324,-1502.5,7,2,33
438,40.4549,-83.7518,-1502.5,7,2,33
439,30.2578,-83.9587,-1502.5,7,2,33
440,26.307,-73.1138,-1502.5,7,2,33
441,31.4324,-118.877,-1502,7,2,34
442,35.4636,-111.237,-1502,7,2,34
443,56.6431,-158.065,-1502,7,2,34
444,44.3852,-142.418,-1502,7,2,34
445,52.4431,-146.006,-1502,7,2,34
446,37.8852,-127.273,-1502,7,2,34
447,34.9459,-106.546,-1502,7,2,34
448,36.5994,-134.607,-1502,7,2,34
449,48.2748,-120.825,-1502,7,2,34
450,36.0765,-120.618,-1502,7,2,34
451,33.9246,-114.197,-1502,7,2,34
452,35.6059,-118.427,-1502,7,2,34
453,60.0279,-159.353,-1502,7,2,34
454,31.1133,-100.775,-1502,7,2,34
455,41.0254,-136.485,-1502,7,2,34
456,78.0411,-156.012,-1498,7,2,35
457,52.3529,-101.424,-1498,7,2,35
458,50.2657,-109.447,-1498,7,2,35
459,48.1552,-120.511,-1498,7,2,35
460,65.7796,-132.327,-1498,7,2,35
461,51.3505,-100.267,-1498,7,2,35
462,41.7484,-74.6823,-1498,7,2,36
463,50.3559,-72.9389,-1498,7,2,36
464,29.1364,-57.7376,-1498,7,2,36
465,41.0317,-70.8333,-1498,7,2,36
466,33.3372,-49.9516,-1498,7,2,36
467,25.5537,-32.0931,-1498,7,2,36
468,38.9323,-53.1084,-1498,7,2,36
469,40.7194,-57.5006,-1498,7,2,36
470,34.6132,-48.312,-1498,7,2,36
471,43.069,-62.1961,-1498,7,2,36
472,35.3916,-44.4045,-1498,7,2,36
473,37.2364,-52.7739,-1498,7,2,36
474,29.7739,-51.4095,-1498,7,2,36
475,41.2774,-51.617,-1498,7,2,36
476,57.202,-95.5528,-1502,7,2,37
477,78.2431,-132.099,-1502,7,2,37
478,65.8931,-132.737,-1502,7,2,37
479,51.5095,-100.543,-1502,7,2,37
480,52.49,-101.687,-1502,7,2,37
481,53.8834,-91.9613,-1502,7,2,37
482,71.623,-99.9414,-1498,7,2,38
483,53.7264,-91.7462,-1498,7,2,38
484,76.4564,-119.266,-1498,7,2,38
485,87.6201,-124.061,-1498,7,2,38
486,61.2264,-72.3414,-1502,7,2,39
487,43.1677,-48.0407,-1502,7,2,39
488,48.937,-51.6392,-1502,7,2,39
489,34.6755,-48.4142,-1502,7,2,39
490,39.2476,-45.6065,-1502,7,2,39
491,69.8756,-69.6882,-1502,7,2,39
492,33.409,-50.0877,-1502,7,2,39
493,61.2683,-67.2321,-1502,7,2,39
494,65.9571,-67.4868,-1502,7,2,39
495,39.7009,-41.9029,-1502,7,2,39
496,70.1836,-71.1265,-1502,7,2,39
497,43.7453,-43.4049,-1502,7,2,39
498,49.3721,-55.6131,-1502,7,2,39
499,43.145,-62.411,-1502,7,2,39
500,43.5033,-53.7459,-1502,7,2,39
501,41.3375,-51.749,-1502,7,2,39
502,50.552,-46.9861,-1502,7,2,39
503,35.5,-44.5292,-1502,7,2,39
504,57.8535,-60.2512,-1502,7,2,39
505,37.6738,-40.4534,-1502,7,2,39
506,64.1715,-70.6394,-1502,7,2,39
507,37.3174,-52.8932,-1502,7,2,39
508,53.8903,-60.7822,-1502,7,2,39
509,45.2617,-48.8757,-1502,7,2,39
510,40.8092,-57.6744,-1502,7,2,39
511,69.2092,-85.8891,-1502,7,2,40
512,98.4798,-117.929,-1502,7,2,40
513,70.863,-77.4713,-1502,7,2,40
514,81.2891,-92.062,-1502,7,2,40
515,69.8906,-83.0312,-1502,7,2,40
516,66.3317,-91.7571,-1502,7,2,40
517,99.7289,-121.915,-1502,7,2,40
518,86.0869,-81.8796,-1498,7,2,41
519,75.5212,-76.0515,-1498,7,2,41
520,80.57,-82.161,-1498,7,2,41
521,70.651,-77.2625,-1498,7,2,41
522,85.7463,-80.7612,-1498,7,2,41
523,104.86,-105.319,-1498,7,2,41
524,107.107,-104.809,-1498,7,2,41
525,113.108,-111.093,-1498,7,2,41
526,81.0897,-91.8023,-1498,7,2,41
527,82.7558,-75.5787,-1498,7,2,41
528,83.6927,-80.0511,-1498,7,2,41
529,64.8242,-48.3623,-1497.5,7,2,42
530,66.4894,-45.905,-1497.5,7,2,42
531,55.6117,-43.9133,-1497.5,7,2,42
532,57.6555,-60.0591,-1497.5,7,2,42
533,50.3723,-46.8687,-1497.5,7,2,42
534,54.552,-38.1424,-1497.5,7,2,42
535,51.414,-41.6432,-1497.5,7,2,42
536,48.5598,-31.9067,-1497.5,7,2,42
537,44.3059,-36.8874,-1497.5,7,2,42
538,67.9755,-51.7112,-1497.5,7,2,42
539,75.9818,-62.3335,-1497.5,7,2,42
540,59.8509,-56.0162,-1497.5,7,2,42
541,58.0349,-43.4185,-1497.5,7,2,42
542,25.5324,-32.0186,-1497.5,7,2,42
543,66.8694,-54.8433,-1497.5,7,2,42
544,39.5474,-41.7659,-1497.5,7,2,42
545,69.6702,-69.4658,-1497.5,7,2,42
546,43.644,-43.2921,-1497.5,7,2,42
547,45.1159,-48.7575,-1497.5,7,2,42
548,37.5783,-40.3471,-1497.5,7,2,42
549,48.7754,-51.4884,-1497.5,7,2,42
550,115.82,-88.4746,-1502,7,2,43
551,109.555,-83.2067,-1502,7,2,43
552,114.435,-95.4477,-1502,7,2,43
553,82.9487,-75.8013,-1502,7,2,43
554,124.496,-114.201,-1502,7,2,43
555,91.334,-70.546,-1502,7,2,43
556,86.3302,-82.1188,-1502,7,2,43
557,83.8976,-80.2937,-1502,7,2,43
558,128.863,-106.064,-1502,7,2,43
559,129.287,-99.0071,-1502,7,2,43
560,117.972,-93.5759,-1502,7,2,43
561,85.9665,-80.9719,-1502,7,2,43
562,97.2514,-69.9355,-1502,7,2,43
563,126.921,-105.182,-1502,7,2,43
564,55.8071,-44.0211,-1502.5,7,2,44
565,57.2292,-31.5809,-1502.5,7,2,44
566,51.1475,-28.9096,-1502.5,7,2,44
567,50.8171,-22.9017,-1502.5,7,2,44
568,65.0412,-48.5069,-1502.5,7,2,44
569,32.3397,-12.9861,-1502.5,7,2,44
570,66.6854,-46.078,-1502.5,7,2,44
571,48.7261,-31.9998,-1502.5,7,2,44
572,56.8517,-27.2447,-1502.5,7,2,44
573,58.226,-43.5682,-1502.5,7,2,44
574,60.5112,-30.4255,-1502.5,7,2,44
575,54.7227,-38.2548,-1502.5,7,2,44
576,47.2369,-27.2169,-1502.5,7,2,44
577,67.8201,-46.2222,-1502.5,7,2,44
578,68.3939,-36.077,-1502.5,7,2,44
579,54.9691,-27.733,-1502.5,7,2,44
580,67.6706,-36.3961,-1502.5,7,2,44
581,86.6005,-52.3068,-1502.5,7,2,44
582,78.0735,-49.4561,-1502.5,7,2,44
583,60.9776,-38.9211,-1502.5,7,2,44
584,63.7211,-35.09,-1502.5,7,2,44
585,64.2693,-40.7624,-1502.5,7,2,44
586,58.7304,-27.5163,-1502.5,7,2,44
587,60.9569,-40.785,-1502.5,7,2,44
588,55.3661,-28.2695,-1502.5,7,2,44
