event_id,particle_id,hit_id,volume_id,layer_id,module_id,x,y,z,tx,ty,tz,tpx,tpy,tpz,weight
1000,4503737066323968,119484,18,6,88,-720.604,623.078,1805.5,-717.908,620.835,1805.5,-0.633219,0.854601,1.99293,1.54024e-05
1000,4503874505277440,22123,8,2,118,11.5854,-31.8066,46.2996,11.5864,-31.8057,46.3002,0.23921,-0.684162,0.990678,1.6923e-05
1000,4503874505277440,30926,8,4,266,23.5304,-67.9521,98.2882,23.5296,-67.9524,98.2934,0.216611,-0.692209,0.989441,1.44615e-05
1000,4503874505277440,38204,8,6,484,35.7762,-109.875,157.969,35.7778,-109.874,157.968,0.190587,-0.698334,0.989925,1.19999e-05
1000,4503874505277440,44792,8,8,804,49.592,-165.854,236.917,49.5923,-165.853,236.919,0.156053,-0.705618,0.990122,9.8461e-06
1000,4503874505277440,76224,13,2,532,65.377,-250.926,355.8,65.3614,-250.927,355.553,0.107541,-0.711151,0.990258,8.61534e-06
1000,4503874505277440,76660,13,2,572,65.7983,-253.867,359.8,65.8022,-253.867,359.645,0.105738,-0.711612,0.990028,6.30766e-06
1000,4503874505277440,83707,13,4,856,76.4581,-353.134,497.0,76.4539,-353.135,497.098,0.051089,-0.717647,0.988764,5.07689e-06
1000,4503874505277440,90630,13,6,1348,78.4816,-492.061,688.4,78.5031,-492.061,688.308,-0.0274653,-0.716522,0.989409,5.07689e-06
1000,4503874505277440,96793,13,8,1965,60.8282,-659.049,920.4,60.8441,-659.051,920.547,-0.124174,-0.703006,0.990761,6.92304e-06
1000,4503874505277440,96795,13,8,1966,61.8986,-652.999,912.0,61.895,-652.999,912.025,-0.120485,-0.703894,0.990674,5.07689e-06
1000,4503874505277440,118170,18,2,25,4.8,-869.2,1225.5,4.78648,-870.547,1225.5,-0.237582,-0.669794,0.989689,1.01538e-05
1000,4503874505277440,118178,18,2,26,6.44112,-860.621,1217.5,6.70401,-865.132,1217.5,-0.235746,-0.670969,0.991055,8.92303e-06
1000,4503943224754176,19962,8,2,102,23.2818,-22.0231,-56.5004,23.2733,-22.0307,-56.5043,16.4252,-15.5632,-39.8248,0.0
1000,4503943224754176,20010,8,2,103,24.3437,-23.0453,-59.0947,24.3438,-23.0451,-59.0999,16.4246,-15.5636,-39.8248,0.0
1000,4503943224754176,27956,8,4,173,52.7412,-49.9856,-127.993,52.7411,-49.9858,-127.99,16.4073,-15.5823,-39.824,0.0
1000,4504011944230912,19817,8,2,101,13.5537,-29.0913,-60.7344,13.5431,-29.095,-60.7473,0.776915,-1.69321,-3.52085,3.96319e-05
1000,4504011944230912,19904,8,2,102,14.072,-30.2494,-63.1433,14.0724,-30.2491,-63.1469,0.776196,-1.69358,-3.52078,3.38672e-05
1000,4504011944230912,27902,8,4,171,30.1243,-65.9794,-137.076,30.1235,-65.98,-137.074,0.753861,-1.70552,-3.51935,2.81026e-05
1000,4504011944230912,34321,8,6,173,47.3403,-105.656,-218.694,47.3381,-105.658,-218.698,0.729811,-1.71571,-3.51891,2.30585e-05
1000,4504011944230912,40692,8,8,181,68.9701,-157.59,-325.135,68.9699,-157.59,-325.129,0.699648,-1.72335,-3.52072,2.01762e-05
1000,4504011944230912,70153,12,12,53,214.018,-606.164,-1218.5,213.946,-605.982,-1218.5,0.442746,-1.79853,-3.51905,1.6213e-05
1000,4504011944230912,72404,13,2,213,100.564,-238.417,-489.2,100.568,-238.416,-489.319,0.651959,-1.74024,-3.51931,1.47719e-05
1000,4504011944230912,79042,13,4,186,133.94,-332.016,-677.8,133.953,-332.013,-677.533,0.599383,-1.75935,-3.51838,1.18896e-05
1000,4504011944230912,85429,13,6,102,177.336,-469.458,-950.4,177.335,-469.458,-950.47,0.519421,-1.78236,-3.51779,1.18896e-05
1000,4504011944230912,85435,13,6,103,175.653,-463.709,-939.0,175.65,-463.71,-939.119,0.523636,-1.78084,-3.51802,1.18896e-05
1000,4504011944230912,106295,16,8,29,275.499,-912.556,-1805.5,274.267,-907.918,-1805.5,0.285063,-1.81926,-3.52107,2.37791e-05
1000,4504011944230912,106762,16,10,30,245.28,-747.212,-1497.5,245.906,-749.014,-1497.5,0.36421,-1.81161,-3.52038,2.08968e-05
1000,4504080663707648,25689,8,2,191,-27.877,14.5726,302.558,-27.8781,14.5702,302.546,-0.571877,0.287434,6.16695,1.31824e-05
1000,4504080663707648,48778,9,2,98,-55.85,28.1555,602.5,-55.8513,28.162,602.5,-0.57793,0.267218,6.16556,9.93749e-06
1000,4504080663707648,48887,9,2,101,-55.4384,27.9694,598.0,-55.4298,27.966,598.0,-0.577502,0.270107,6.166,1.15599e-05
1000,4504080663707648,51812,9,4,98,-65.2454,32.447,702.5,-65.2424,32.4488,702.5,-0.579556,0.259268,6.16519,7.30102e-06
1000,4504080663707648,51900,9,4,101,-64.8174,32.2331,698.0,-64.8193,32.2588,698.0,-0.579965,0.262001,6.16555,8.31505e-06
1000,4504080663707648,54817,9,6,98,-76.5364,37.431,822.5,-76.5462,37.4292,822.5,-0.581462,0.255113,6.16461,4.76594e-06
1000,4504080663707648,54882,9,6,101,-76.1329,37.2449,818.0,-76.122,37.2443,818.0,-0.581414,0.251821,6.16528,6.38839e-06
1000,4504080663707648,57480,9,8,101,-89.3602,42.9403,958.0,-89.3545,42.9525,958.0,-0.583508,0.247995,6.16465,3.95472e-06
1000,4504080663707648,59646,9,10,100,-102.982,48.6616,1102.0,-102.971,48.6555,1102.0,-0.584477,0.240687,6.16374,3.95472e-06
1000,4504080663707648,59691,9,10,102,-102.589,48.4951,1098.0,-102.592,48.4994,1098.0,-0.583313,0.240368,6.16448,3.95472e-06
1000,4504080663707648,61546,9,12,102,-121.595,56.1215,1298.0,-121.598,56.1388,1298.0,-0.586646,0.230126,6.1639,4.36033e-06
1000,4504080663707648,63129,9,14,102,-140.532,63.3902,1498.0,-140.546,63.3723,1498.0,-0.584875,0.21804,6.16403,5.98278e-06
1000,4504080663707648,103517,14,10,159,-239.859,96.8435,2548.5,-239.764,96.8023,2548.5,-0.573709,0.180484,6.16529,7.09821e-06
1000,4504080663707648,104664,14,12,159,-276.734,108.307,2948.5,-276.608,108.268,2948.5,-0.563357,0.175131,6.16534,7.90943e-06
1000,4504355541614592,21312,8,2,112,-31.8411,2.55452,-13.573,-31.841,2.55763,-13.5725,-0.502658,0.0298633,-0.212728,8.99991e-06
1000,4504355541614592,29560,8,4,224,-71.7687,3.89358,-30.5851,-71.7686,3.89283,-30.588,-0.502341,0.00507605,-0.214136,8.09992e-06
1000,4504355541614592,36615,8,6,364,-115.754,3.46508,-49.01,-115.754,3.46504,-49.0088,-0.503197,-0.0189257,-0.210121,7.19993e-06
1000,4504355541614592,41778,8,8,391,-172.785,-0.475314,-72.8089,-172.785,-0.472402,-72.8103,-0.500024,-0.0514902,-0.20987,5.39995e-06
1000,4504355541614592,42370,8,8,468,-170.89,-0.285089,-72.0194,-170.891,-0.279467,-72.019,-0.500523,-0.0504104,-0.209089,6.29994e-06
1000,4504355541614592,73868,13,2,361,-257.244,-13.8679,-108.4,-257.242,-13.8466,-108.653,-0.488659,-0.104818,-0.210994,4.94995e-06
1000,4504355541614592,80514,13,4,449,-363.168,-44.0143,-155.0,-363.17,-44.0402,-155.185,-0.469284,-0.169836,-0.20987,2.69997e-06
1000,4504355541614592,80528,13,4,450,-356.737,-41.7265,-152.6,-356.737,-41.7492,-152.305,-0.470916,-0.165409,-0.210186,3.59996e-06
1000,4504355541614592,80967,13,4,505,-360.086,-42.9301,-154.0,-360.086,-42.9337,-153.801,-0.469827,-0.16754,-0.210734,2.69997e-06
1000,4504355541614592,80984,13,4,506,-353.789,-40.7041,-151.0,-353.789,-40.7159,-150.99,-0.47148,-0.164263,-0.210146,4.49996e-06
1000,4504355541614592,87320,13,6,627,-491.223,-103.079,-215.0,-491.222,-103.092,-214.573,-0.433144,-0.246565,-0.209403,2.69997e-06
1000,4504355541614592,93199,13,8,719,-630.494,-202.634,-286.8,-630.492,-202.653,-286.616,-0.373669,-0.329681,-0.207365,2.69997e-06
1000,4504355541614592,93210,13,8,720,-625.067,-197.924,-283.2,-625.068,-197.915,-283.607,-0.376533,-0.326086,-0.208145,2.69997e-06
1000,4504355541614592,109068,17,2,729,-748.339,-331.077,-363.4,-748.345,-331.056,-359.337,-0.294433,-0.400292,-0.20818,3.59996e-06
1000,4504355541614592,109328,17,2,848,-750.91,-334.574,-357.6,-750.912,-334.566,-361.158,-0.29227,-0.4015,-0.208478,4.49996e-06
1000,4504355541614592,114085,17,4,774,-861.639,-544.753,-466.4,-861.628,-544.778,-461.404,-0.164994,-0.466806,-0.20949,4.94995e-06
1000,4504355541614592,114310,17,4,926,-863.088,-548.875,-460.6,-863.075,-548.906,-463.255,-0.162057,-0.467663,-0.209567,5.39995e-06
1000,4504424261091328,21292,8,2,112,-31.5081,8.45817,-10.242,-31.508,8.46006,-10.2421,-1.65684,0.434575,-0.533664,3.66364e-05
1000,4504424261091328,29536,8,4,223,-69.5808,18.1363,-22.4773,-69.5809,18.1357,-22.4801,-1.66217,0.409952,-0.533552,3.13075e-05
1000,4504424261091328,36584,8,6,362,-112.019,28.2688,-36.0673,-112.019,28.2713,-36.0656,-1.668,0.384746,-0.532481,2.59785e-05
1000,4504424261091328,36610,8,6,363,-114.025,28.7304,-36.7035,-114.025,28.7333,-36.706,-1.66838,0.38349,-0.532064,2.13157e-05
1000,4504424261091328,42986,8,8,543,-166.534,40.335,-53.3425,-166.534,40.3341,-53.3437,-1.67473,0.353956,-0.530001,1.86512e-05
1000,4504424261091328,42988,8,8,544,-168.383,40.7262,-53.9314,-168.384,40.7245,-53.9291,-1.67487,0.353363,-0.52977,1.36554e-05
1000,4504424261091328,74407,13,2,399,-252.64,57.1862,-80.8,-252.638,57.1917,-80.5074,-1.68419,0.29868,-0.528523,1.09909e-05
1000,4504424261091328,81435,13,4,559,-349.294,72.6166,-110.8,-349.291,72.6271,-110.751,-1.69318,0.240519,-0.527127,1.09909e-05
1000,4504424261091328,87666,13,6,700,-495.32,89.5251,-156.2,-495.313,89.5445,-156.06,-1.70313,0.153812,-0.52506,1.49876e-05
1000,4504424261091328,88093,13,6,778,-492.243,89.3006,-155.2,-492.254,89.2686,-155.117,-1.70303,0.15449,-0.525426,1.09909e-05
1000,4504424261091328,93807,13,8,916,-654.309,99.4364,-205.4,-654.31,99.434,-204.985,-1.70815,0.0598523,-0.525435,1.93174e-05
1000,4504424261091328,109826,17,2,1078,-816.427,100.452,-254.6,-816.418,100.483,-254.842,-1.70736,-0.0377925,-0.526744,2.19818e-05
1000,4504424277872641,86943,13,6,541,-454.405,213.024,-359.8,-454.397,213.037,-359.854,0.18721,-0.0587678,-0.0513569,1.72538e-05
1000,4504424277872641,87286,13,6,619,-451.478,212.059,-360.8,-451.453,212.097,-360.663,0.186594,-0.0599951,-0.0516561,8.6269e-06
1000,4504424277872641,93476,13,8,811,-620.114,220.648,-314.4,-620.111,220.654,-314.825,0.194471,0.0372304,-0.0510288,2.87563e-05
1000,4504424277872641,107111,16,12,5,-851.799,-258.534,-1225.5,-854.074,-259.233,-1225.5,-0.0852921,0.165477,-0.0599984,1.72538e-05
1000,4504424277872641,107117,16,12,6,-844.419,-282.46,-1217.5,-841.767,-281.515,-1217.5,-0.0978685,0.162592,-0.0576921,8.6269e-06
1000,4504561700044800,19547,8,2,99,-15.4096,-28.0232,-12.1578,-15.4101,-28.023,-12.1581,-0.233113,-0.443306,-0.188717,1.48115e-05
1000,4504561700044800,28591,8,4,198,-33.3285,-63.986,-27.329,-33.3277,-63.9863,-27.33,-0.211802,-0.453091,-0.189142,1.21783e-05
1000,4504561700044800,35904,8,6,322,-51.1388,-105.012,-44.1339,-51.1346,-105.013,-44.1347,-0.186957,-0.464004,-0.187468,9.54518e-06
1000,4504561700044800,42466,8,8,483,-70.1663,-157.754,-65.0571,-70.1671,-157.753,-65.0575,-0.153463,-0.475809,-0.186862,7.89946e-06
1000,4504561700044800,73973,13,2,368,-92.5214,-242.684,-98.4,-92.5097,-242.691,-98.2769,-0.101662,-0.486811,-0.185788,5.76002e-06
1000,4504561700044800,81063,13,4,516,-106.943,-340.954,-135.4,-106.951,-340.95,-135.394,-0.0401217,-0.495081,-0.183649,4.44344e-06
1000,4504561700044800,87381,13,6,641,-105.256,-493.023,-192.2,-105.267,-493.019,-191.724,0.0515127,-0.492829,-0.1847,4.44344e-06
1000,4504561700044800,93563,13,8,840,-70.2012,-659.593,-255.4,-70.1907,-659.596,-255.266,0.152709,-0.471064,-0.183233,5.10173e-06
1000,4504561700044800,109371,17,2,871,-1.16792,-815.408,-314.4,-1.14767,-815.41,-318.45,0.243494,-0.429067,-0.18216,7.57031e-06
1000,4504561700044800,114356,17,4,954,153.426,-1010.86,-406.6,153.428,-1010.86,-410.9,0.361938,-0.333783,-0.182365,8.88689e-06
1000,4504630419521536,3121,7,4,102,-155.256,74.3731,-1298.0,-155.249,74.3827,-1298.0,-0.617563,0.350587,-5.32739,4.97438e-06
1000,4504630419521536,5275,7,6,102,-131.971,61.4682,-1098.0,-131.972,61.4737,-1098.0,-0.623128,0.337707,-5.32815,4.97438e-06
1000,4504630419521536,7796,7,8,102,-115.547,52.7407,-958.0,-115.547,52.7376,-958.0,-0.627989,0.326437,-5.32882,6.18029e-06
1000,4504630419521536,10659,7,10,102,-98.9903,44.2824,-818.0,-98.9845,44.2977,-818.0,-0.632112,0.318391,-5.32925,8.44137e-06
1000,4504630419521536,13652,7,12,101,-84.7196,37.2297,-698.0,-84.7129,37.2279,-698.0,-0.637133,0.309761,-5.32981,9.64728e-06
1000,4504630419521536,16688,7,14,101,-72.7165,31.5002,-598.0,-72.7172,31.4851,-598.0,-0.640066,0.302286,-5.33044,1.17576e-05
1000,4504630419521536,17544,8,2,63,-29.1539,11.9228,-237.594,-29.1594,11.9114,-237.589,-0.650491,0.275767,-5.33177,1.65813e-05
1000,4504630419521536,17567,8,2,64,-30.7787,12.5987,-250.862,-30.7786,12.5992,-250.865,-0.650585,0.276819,-5.33166,1.41694e-05
1000,4504630419521536,64315,12,2,156,-340.948,195.461,-2945.5,-341.249,195.636,-2945.5,-0.604788,0.413914,-5.32063,8.74284e-06
1000,4504630419521536,64325,12,2,157,-341.645,195.95,-2951.5,-341.933,196.103,-2951.5,-0.610689,0.416357,-5.31897,9.94875e-06
1000,4504630419521536,65523,12,4,156,-296.343,164.72,-2545.5,-296.155,164.618,-2545.5,-0.59508,0.411746,-5.32278,6.78324e-06
1000,4504630419521536,66824,12,6,156,-251.577,134.255,-2145.5,-251.474,134.166,-2145.5,-0.59698,0.398957,-5.32449,4.97438e-06
1000,4504699138998272,1024,7,2,78,32.925,126.339,-1502.0,32.9192,126.341,-1502.0,0.149153,0.431098,-5.2465,7.55881e-06
1000,4504699138998272,2699,7,4,78,27.401,109.841,-1302.0,27.3888,109.852,-1302.0,0.141421,0.433532,-5.24699,5.09398e-06
1000,4504699138998272,4725,7,6,77,22.1256,93.338,-1102.5,22.1434,93.3348,-1102.5,0.133933,0.435516,-5.24757,4.43669e-06
1000,4504699138998272,7156,7,8,77,18.7126,81.6919,-962.5,18.7071,81.6926,-962.5,0.125762,0.437207,-5.24821,4.43669e-06
1000,4504699138998272,9929,7,10,77,15.4799,69.94,-822.5,15.4922,69.9397,-822.5,0.117323,0.441413,-5.24855,5.75127e-06
1000,4504699138998272,12916,7,12,77,12.8895,59.7928,-702.5,12.8715,59.8045,-702.5,0.111815,0.444004,-5.24897,7.88745e-06
1000,4504699138998272,12996,7,12,79,12.776,59.4151,-698.0,12.7753,59.4237,-698.0,0.112313,0.444583,-5.24947,9.53067e-06
1000,4504699138998272,15960,7,14,77,10.8019,51.3117,-602.5,10.7806,51.3238,-602.5,0.107359,0.445762,-5.24954,1.21598e-05
1000,4504699138998272,16046,7,14,79,10.7051,50.9453,-598.0,10.6885,50.9427,-598.0,0.107327,0.443756,-5.25098,1.4789e-05
1000,4504699138998272,64033,12,2,119,76.4996,244.799,-2945.5,76.6367,245.167,-2945.5,0.150743,0.441899,-5.24507,8.87338e-06
1000,4504767858475008,4996,7,6,88,-52.9971,155.211,-1102.0,-52.9972,155.215,-1102.0,-0.317377,0.791946,-5.75099,5.88458e-06
1000,4504767858475008,7476,7,8,88,-45.3666,135.906,-962.0,-45.3813,135.897,-962.0,-0.307724,0.795936,-5.75151,5.88458e-06
1000,4504767858475008,10313,7,10,88,-37.998,116.439,-822.0,-38.0178,116.434,-822.0,-0.297138,0.801887,-5.75168,7.31114e-06
1000,4504767858475008,13319,7,12,88,-31.9056,99.6773,-702.0,-31.9189,99.6784,-702.0,-0.287632,0.805094,-5.75244,9.98595e-06
1000,4504767858475008,16193,7,14,85,-26.7114,85.0234,-597.5,-26.7002,85.0225,-597.5,-0.282679,0.809849,-5.75351,1.3909e-05
1000,4504767858475008,16293,7,14,87,-26.9331,85.7314,-602.5,-26.9463,85.7258,-602.5,-0.283559,0.808202,-5.75267,1.14125e-05
1000,4504767858475008,17488,8,2,61,-8.79439,30.2308,-210.983,-8.79434,30.2308,-210.983,-0.249213,0.821767,-5.75467,1.96153e-05
1000,4504767858475008,25950,8,4,26,-21.2256,69.0217,-484.003,-21.2293,69.02,-484.015,-0.272607,0.813052,-5.75422,1.67621e-05
1000,4504767858475008,64185,12,2,139,-169.197,400.324,-2951.5,-168.986,399.87,-2951.5,-0.364325,0.73201,-5.75193,1.17692e-05
1000,4504767858475008,65379,12,4,137,-143.026,348.286,-2545.5,-142.846,347.814,-2545.5,-0.376385,0.743957,-5.75126,1.03426e-05
1000,4504767858475008,66655,12,6,137,-116.526,295.358,-2145.5,-116.608,295.649,-2145.5,-0.375558,0.756513,-5.75054,8.02443e-06
1000,4504767858475008,67942,12,8,137,-93.916,248.676,-1795.5,-94.1073,249.202,-1795.5,-0.360221,0.767917,-5.75097,5.88458e-06
1000,4504905297428480,1029,7,2,79,9.57157,88.1614,-1498.0,9.58308,88.1612,-1498.0,0.0748879,0.852461,-14.566,1.02483e-05
1000,4504905297428480,2702,7,4,79,8.49965,76.4532,-1298.0,8.52444,76.4596,-1298.0,0.080738,0.854179,-14.5664,9.19716e-06
1000,4504905297428480,4728,7,6,77,7.39796,64.9769,-1102.5,7.40336,64.9916,-1102.5,0.0862084,0.854522,-14.5664,7.75189e-06
1000,4504905297428480,4771,7,6,79,7.3773,64.7414,-1098.0,7.37648,64.7274,-1098.0,0.0870856,0.856227,-14.5668,5.64968e-06
1000,4504905297428480,7135,7,8,77,6.56167,56.7815,-962.5,6.55385,56.7653,-962.5,0.0904315,0.855934,-14.5668,5.12413e-06
1000,4504905297428480,7200,7,8,79,6.52943,56.5174,-958.0,6.52632,56.5009,-958.0,0.0879819,0.854936,-14.5674,5.12413e-06
1000,4504905297428480,9962,7,10,77,5.71469,48.5415,-822.5,5.69178,48.5461,-822.5,0.0918052,0.855128,-14.5675,5.12413e-06
1000,4504905297428480,9985,7,10,79,5.6816,48.2937,-818.0,5.66367,48.2818,-818.0,0.0908909,0.855933,-14.5679,6.17523e-06
1000,4504905297428480,12921,7,12,77,4.94841,41.4944,-702.5,4.92936,41.4917,-702.5,0.0944588,0.856312,-14.5679,8.27744e-06
1000,4504905297428480,12993,7,12,79,4.92613,41.2438,-698.0,4.90037,41.227,-698.0,0.0927893,0.857777,-14.5684,1.07738e-05
1000,4504905297428480,13052,7,12,82,4.93763,41.4558,-702.0,4.92611,41.4623,-702.0,0.0946267,0.856692,-14.5679,9.45993e-06
1000,4504905297428480,15978,7,14,77,4.25265,35.5978,-602.5,4.2768,35.6055,-602.5,0.096683,0.857427,-14.5685,1.2876e-05
1000,4504905297428480,16009,7,14,79,4.2605,35.3351,-598.0,4.24714,35.3404,-598.0,0.095212,0.859509,-14.5689,1.70804e-05
1000,4504905297428480,16138,7,14,82,4.29359,35.5935,-602.0,4.27347,35.5761,-602.0,0.0970131,0.858115,-14.5685,1.49782e-05
1000,4505248894812160,19138,8,2,96,-30.9077,10.311,-120.239,-30.9076,10.3129,-120.238,-0.997054,0.322219,-3.86787,0.0
1000,4505248894812160,27012,8,4,127,-68.4837,21.9625,-265.425,-68.4835,21.9643,-265.422,-1.00418,0.298391,-3.86717,0.0
1000,4505248894812160,33491,8,6,50,-111.073,34.0545,-428.651,-111.073,34.0522,-428.641,-1.0121,0.27356,-3.86594,0.0
1000,4505248911593473,72260,13,2,199,-259.349,48.5467,-564.6,-259.361,48.5172,-564.634,-0.46715,0.0513658,0.0241672,1.51401e-05
1000,4505248911593473,72608,13,2,239,-256.296,48.18,-564.8,-256.296,48.1807,-564.788,-0.467449,0.0503943,0.0235867,2.06456e-05
1000,4505248911593473,79798,13,4,335,-352.011,64.3726,-560.0,-352.018,64.3497,-559.767,-0.456363,0.108392,0.0258509,1.1011e-05
1000,4505248911593473,86606,13,6,466,-485.083,108.83,-551.6,-485.088,108.816,-552.01,-0.42924,0.186933,0.0224906,6.19367e-06
1000,4505248911593473,92843,13,8,608,-628.726,190.392,-544.4,-628.733,190.376,-544.032,-0.380311,0.271349,0.0223158,6.19367e-06
1000,4505248911593473,109018,17,2,713,-759.373,307.958,-531.2,-759.374,307.956,-535.611,-0.309458,0.348667,0.0237231,8.94642e-06
1000,4505248911593473,114272,17,4,900,-885.74,502.9,-520.4,-885.724,502.92,-523.863,-0.192181,0.42327,0.0206391,1.23873e-05
1000,4505317614288896,20807,8,2,108,8.66952,31.4962,-61.5415,8.66874,31.4962,-61.5333,0.879921,3.15766,-6.16769,6.77759e-05
1000,4505317614288896,28205,8,4,183,19.2438,68.9072,-134.644,19.2466,68.9068,-134.648,0.902834,3.15223,-6.1666,5.69317e-05
1000,4505317614288896,34484,8,6,193,31.4745,110.993,-216.99,31.4769,110.993,-216.993,0.928383,3.14714,-6.1648,4.60876e-05
1000,4505317614288896,40854,8,8,211,47.6306,164.66,-322.26,47.6269,164.66,-322.257,0.961528,3.13751,-6.16413,3.79545e-05
1000,4505317614288896,40857,8,8,212,48.2019,166.533,-325.937,48.2011,166.533,-325.936,0.962746,3.13751,-6.16386,3.11769e-05
1000,4505317614288896,70728,12,12,118,205.627,613.027,-1215.5,205.673,613.064,-1215.5,1.21147,3.04896,-6.15987,2.57548e-05
1000,4505317614288896,72539,13,2,229,73.2343,246.126,-482.6,73.2413,246.123,-482.654,1.00897,3.12297,-6.16191,2.03328e-05
1000,4505317614288896,79130,13,4,208,105.125,341.789,-671.8,105.111,341.795,-671.988,1.06322,3.10398,-6.16144,2.03328e-05
1000,4505317614288896,85529,13,6,133,152.792,475.434,-938.4,152.769,475.445,-938.453,1.13836,3.07504,-6.16181,2.03328e-05
1000,4505317614288896,106485,16,8,68,330.442,904.686,-1805.5,329.245,901.666,-1805.5,1.36397,2.9789,-6.15845,4.06655e-05
1000,4505317614288896,106959,16,10,69,262.827,752.238,-1494.5,262.199,750.373,-1494.5,1.2849,3.01655,-6.15999,3.52435e-05
1000,4505386333765632,20670,8,2,107,11.8876,29.7204,-53.9511,11.8835,29.7224,-53.9398,0.704655,1.73342,-3.14885,4.32977e-05
1000,4505386333765632,20722,8,2,108,12.5156,31.2792,-56.766,12.5168,31.2792,-56.768,0.705614,1.73292,-3.14887,3.637e-05
1000,4505386333765632,28177,8,4,182,26.8485,65.8305,-119.776,26.8477,65.8309,-119.776,0.727194,1.72285,-3.14895,2.94424e-05
1000,4505386333765632,28217,8,4,183,27.5969,67.6061,-123.016,27.5976,67.606,-123.021,0.727124,1.72288,-3.1489,2.42467e-05
1000,4505386333765632,34960,8,6,244,44.5237,106.935,-195.12,44.5217,106.935,-195.114,0.750616,1.71279,-3.14813,1.99169e-05
1000,4505386333765632,40849,8,8,210,67.6672,158.426,-290.32,67.6672,158.426,-290.322,0.78036,1.69555,-3.14931,1.29893e-05
1000,4505386333765632,72882,13,2,268,105.681,238.212,-439.6,105.67,238.218,-439.436,0.82315,1.67672,-3.14677,1.29893e-05
1000,4505386333765632,79409,13,4,263,150.731,326.509,-606.6,150.744,326.502,-606.437,0.872986,1.64891,-3.14639,1.29893e-05
1000,4505386333765632,85741,13,6,209,221.25,452.726,-850.4,221.271,452.711,-850.277,0.945384,1.60739,-3.14601,1.64531e-05
1000,4505386333765632,106940,16,10,66,437.016,775.375,-1502.5,436.103,773.765,-1502.5,1.12273,1.48548,-3.14558,2.59786e-05
1000,4505386333765632,106945,16,10,67,432.587,767.859,-1497.5,434.321,771.402,-1497.5,1.12081,1.48947,-3.14631,2.25148e-05
1000,4505455053242368,28146,8,4,180,58.955,42.3067,-124.981,58.9564,42.3054,-124.985,0.905921,0.676219,-1.94506,3.32286e-05
1000,4505455053242368,34923,8,6,240,94.0596,69.24,-201.276,94.063,69.2367,-201.282,0.887725,0.696967,-1.94548,2.65829e-05
1000,4505455053242368,40806,8,8,203,136.482,103.581,-295.374,136.481,103.581,-295.374,0.865816,0.722687,-1.9452,1.99372e-05
1000,4505455053242368,40817,8,8,204,137.924,104.781,-298.612,137.921,104.784,-298.609,0.865516,0.723714,-1.9449,1.66143e-05
