hit_id,x,y,z,volume_id,layer_id,module_id,phi_rad,wedge_index
21456,-33.165400,-0.401160,33.232900,8,2,113,-3.129498,0
23510,-31.541400,-0.922207,40.407200,8,2,128,-3.112363,0
21540,-33.144500,-0.460708,42.606200,8,2,113,-3.127694,0
23494,-31.525800,-0.646398,49.111500,8,2,128,-3.121092,0
21399,-33.083400,-0.635428,51.324500,8,2,113,-3.122388,0
23455,-31.490400,-0.019427,66.275900,8,2,128,-3.140976,0
23472,-31.501600,-0.217568,68.198700,8,2,128,-3.134686,0
24511,-31.997300,-0.214634,69.318700,8,2,144,-3.134885,0
21457,-33.304800,-0.002312,70.183000,8,2,113,-3.141523,0
23561,-33.753400,-0.219413,73.189500,8,2,129,-3.135092,0
24479,-31.989300,-0.071774,100.683000,8,2,144,-3.139349,0
23542,-33.797900,-0.092266,106.601000,8,2,129,-3.138863,0
24517,-32.066900,-1.448110,119.172000,8,2,144,-3.096464,0
23578,-33.301000,-1.513200,123.935000,8,2,129,-3.096184,0
25077,-31.573200,-1.486760,163.110000,8,2,160,-3.094538,0
24562,-32.748300,-1.594020,168.839000,8,2,145,-3.092956,0
25092,-31.494400,-0.088980,179.180000,8,2,160,-3.138767,0
25075,-31.507600,-0.324412,187.984000,8,2,160,-3.131297,0
24559,-33.281900,-0.067951,189.358000,8,2,145,-3.139551,0
25087,-31.500400,-0.195465,194.212000,8,2,160,-3.135388,0
25071,-31.494400,-0.088980,195.061000,8,2,160,-3.138767,0
24532,-33.226500,-0.226162,198.015000,8,2,145,-3.134786,0
25079,-31.545000,-0.987552,199.977000,8,2,160,-3.110297,0
24537,-33.240500,-0.186260,205.013000,8,2,145,-3.135989,0
25100,-31.553500,-1.137310,205.122000,8,2,160,-3.105564,0
24547,-33.289900,-0.045050,206.316000,8,2,145,-3.140239,0
24535,-32.942700,-1.037850,209.293000,8,2,145,-3.110098,0
25121,-33.823600,-0.018500,209.806000,8,2,161,-3.141046,0
25126,-33.459600,-1.059780,212.712000,8,2,161,-3.109930,0
25124,-33.396800,-1.239360,217.221000,8,2,161,-3.104500,0
25503,-32.004500,-0.340880,226.273000,8,2,176,-3.130942,0
25125,-33.692600,-0.393227,238.197000,8,2,161,-3.129922,0
25500,-31.985900,-0.012518,245.704000,8,2,176,-3.141201,0
25113,-33.816500,-0.038936,259.242000,8,2,161,-3.140441,0
25505,-32.012900,-0.490641,276.673000,8,2,176,-3.126268,0
25516,-33.110000,-0.559596,286.385000,8,2,177,-3.124693,0
25752,-32.065800,-1.427660,353.449000,8,2,208,-3.097099,0
25766,-73.174900,-1.839270,-432.018000,8,4,1,-3.116463,0
25769,-73.290300,-1.363900,-425.161000,8,4,1,-3.122985,0
25996,-72.992600,-0.491594,-396.487000,8,4,33,-3.134858,0
26281,-71.103700,-0.154066,-394.968000,8,4,64,-3.139426,0
25991,-72.660100,-1.860900,-393.279000,8,4,33,-3.115987,0
26594,-71.563700,-1.004270,-335.807000,8,4,96,-3.127560,0
26602,-72.753500,-1.476490,-244.182000,8,4,97,-3.121301,0
26600,-72.350900,-3.134450,-211.005000,8,4,97,-3.098297,0
27038,-72.968500,-2.689270,-208.840000,8,4,129,-3.104754,0
27054,-73.109000,-2.110520,-186.684000,8,4,129,-3.112733,0
27045,-73.240700,-1.568280,-179.324000,8,4,129,-3.120183,0
27050,-72.871800,-3.087710,-166.895000,8,4,129,-3.099246,0
27044,-73.007600,-2.528230,-153.736000,8,4,129,-3.106977,0
27041,-73.486200,-0.556947,-148.526000,8,4,129,-3.134014,0
27055,-72.972000,-2.674810,-145.008000,8,4,129,-3.104954,0
27634,-71.581100,-0.588069,-144.731000,8,4,160,-3.133377,0
27648,-72.513300,-2.465750,-135.340000,8,4,161,-3.107602,0
27644,-72.813300,-1.230180,-123.509000,8,4,161,-3.124699,0
28408,-71.056000,-1.295900,-120.898000,8,4,192,-3.123357,0
28425,-73.165100,-1.879360,-52.110500,8,4,193,-3.115912,0
29557,-71.595600,-0.241203,-37.823800,8,4,224,-3.138224,0
28441,-73.576300,-0.185840,-35.451900,8,4,193,-3.139067,0
29564,-71.596300,-0.225264,-34.471400,8,4,224,-3.138446,0
28428,-73.406800,-0.884059,-11.917100,8,4,193,-3.129550,0
29570,-71.566100,-0.946490,-11.682000,8,4,224,-3.128368,0
28440,-73.242800,-1.559490,-0.205089,8,4,193,-3.120304,0
29619,-72.745400,-1.509580,-0.128124,8,4,225,-3.120844,0
30682,-71.053600,-1.353020,0.068708,8,4,256,-3.122553,0
29593,-72.824400,-1.184270,3.809380,8,4,225,-3.125332,0
30685,-71.062700,-1.133970,3.857580,8,4,256,-3.125637,0
29623,-72.670000,-1.820100,9.603120,8,4,225,-3.116552,0
29606,-72.684800,-1.759190,20.009400,8,4,225,-3.117394,0
29602,-72.464200,-2.668100,31.790500,8,4,225,-3.104790,0
29588,-72.391900,-2.965670,52.912700,8,4,225,-3.100649,0
30675,-71.074300,-0.858045,57.194700,8,4,256,-3.129521,0
29610,-72.878700,-0.960593,58.607800,8,4,225,-3.128413,0
29590,-73.105000,-0.028365,60.369600,8,4,225,-3.141205,0
29611,-72.379400,-3.017150,64.542400,8,4,225,-3.099932,0
31441,-71.576200,-0.704396,73.925600,8,4,288,-3.131752,0
30699,-73.451500,-0.700076,75.906300,8,4,257,-3.132062,0
31432,-71.574600,-0.744796,83.235700,8,4,288,-3.131187,0
30691,-72.989300,-2.603740,102.505000,8,4,257,-3.105935,0
31464,-72.369800,-3.056940,154.619000,8,4,289,-3.099377,0
32004,-71.106900,-0.077961,156.082000,8,4,320,-3.140496,0
31455,-73.096500,-0.063585,160.489000,8,4,289,-3.140723,0
31468,-72.468200,-2.651520,205.528000,8,4,289,-3.105020,0
31461,-72.498300,-2.527560,208.358000,8,4,289,-3.106743,0
32011,-72.992700,-2.589850,209.858000,8,4,321,-3.106127,0
32018,-73.419700,-0.830789,216.052000,8,4,321,-3.130278,0
32413,-71.561600,-1.054230,230.213000,8,4,352,-3.126862,0
32020,-73.349200,-1.121280,236.056000,8,4,321,-3.126307,0
32013,-73.083400,-2.216170,251.088000,8,4,321,-3.111278,0
32008,-72.937800,-2.815780,277.220000,8,4,321,-3.103007,0
32022,-73.455600,-0.682837,278.965000,8,4,321,-3.132297,0
32415,-72.696900,-1.709540,310.263000,8,4,353,-3.118081,0
32751,-72.947800,-2.774690,397.947000,8,4,385,-3.103574,0
33019,-72.940200,-0.707323,461.619000,8,4,417,-3.131896,0
33244,-71.075200,-0.836646,465.035000,8,4,448,-3.129822,0
33022,-72.938900,-0.712599,477.552000,8,4,417,-3.131823,0
33251,-117.186000,-1.369150,-434.381000,8,6,1,-3.129910,0
33500,-115.378000,-1.250880,-427.720000,8,6,52,-3.130751,0
33505,-115.930000,-5.063770,-390.696000,8,6,53,-3.097941,0
33802,-116.530000,-4.595020,-348.826000,8,6,105,-3.102181,0
33798,-116.962000,-2.471440,-338.504000,8,6,105,-3.120466,0
33803,-117.360000,-0.508444,-330.073000,8,6,105,-3.137260,0
33801,-117.111000,-1.735310,-303.539000,8,6,105,-3.126776,0
33799,-117.394000,-0.341218,-295.034000,8,6,105,-3.138686,0
34164,-116.938000,-0.102575,-267.785000,8,6,157,-3.140715,0
34600,-114.956000,-0.315937,-263.218000,8,6,208,-3.138844,0
34167,-116.360000,-2.946810,-215.169000,8,6,157,-3.116273,0
34614,-116.816000,-3.189290,-183.970000,8,6,209,-3.114298,0
34609,-116.622000,-4.145750,-165.304000,8,6,209,-3.106059,0
34608,-117.311000,-0.753104,-159.393000,8,6,209,-3.135173,0
35115,-115.431000,-0.586170,-156.861000,8,6,260,-3.136515,0
34615,-116.947000,-2.544730,-155.562000,8,6,209,-3.119836,0
35122,-116.013000,-4.656080,-115.578000,8,6,261,-3.101480,0
35129,-116.748000,-1.036460,-79.205400,8,6,261,-3.132715,0
35755,-114.920000,-0.767499,-77.850600,8,6,312,-3.134914,0
35767,-117.079000,-1.892340,-51.299800,8,6,313,-3.125431,0
35763,-116.482000,-4.833180,-23.022100,8,6,313,-3.100124,0
36632,-116.351000,-2.989020,3.584370,8,6,365,-3.115909,0
37386,-114.967000,-0.184470,5.665630,8,6,416,-3.139988,0
36636,-116.879000,-0.390523,5.778130,8,6,365,-3.138251,0
36638,-116.145000,-4.004750,18.809900,8,6,365,-3.107126,0
37397,-116.580000,-4.351550,83.508800,8,6,417,-3.104283,0
37396,-117.197000,-1.312430,85.557000,8,6,417,-3.130395,0
37399,-116.587000,-4.315490,92.903300,8,6,417,-3.104594,0
38048,-115.463000,-0.194325,120.441000,8,6,468,-3.139910,0
37400,-117.434000,-0.148696,122.532000,8,6,417,-3.140326,0
37394,-116.461000,-4.937360,134.018000,8,6,417,-3.099223,0
38545,-114.969000,-0.159886,163.814000,8,6,520,-3.140202,0
38058,-116.911000,-0.235947,166.491000,8,6,469,-3.139574,0
38550,-114.945000,-0.451201,179.616000,8,6,520,-3.137667,0
38061,-116.801000,-0.777770,196.278000,8,6,469,-3.134934,0
38962,-115.460000,-0.231797,222.667000,8,6,572,-3.139585,0
38553,-117.378000,-0.421381,226.274000,8,6,521,-3.138003,0
38966,-116.223000,-3.623160,286.059000,8,6,573,-3.110429,0
38970,-115.848000,-5.468840,294.331000,8,6,573,-3.094421,0
39347,-116.782000,-3.355470,378.965000,8,6,625,-3.112868,0
39649,-116.497000,-2.272360,425.157000,8,6,677,-3.122089,0
39651,-116.343000,-3.032480,432.671000,8,6,677,-3.115534,0
39647,-116.222000,-3.626490,444.535000,8,6,677,-3.110400,0
39648,-116.294000,-3.273590,455.507000,8,6,677,-3.113451,0
39926,-172.067000,-7.173220,-476.783000,8,8,1,-3.099928,0
39922,-172.680000,-3.812070,-468.630000,8,8,1,-3.119520,0
40222,-172.731000,-0.766664,-371.012000,8,8,79,-3.137154,0
40561,-170.814000,-1.044870,-366.830000,8,8,156,-3.135476,0
40563,-170.904000,-0.146283,-365.728000,8,8,156,-3.140737,0
40565,-172.921000,-2.487510,-318.226000,8,8,157,-3.127208,0
40937,-172.453000,-2.292160,-239.148000,8,8,235,-3.128302,0
40939,-171.416000,-7.983770,-232.484000,8,8,235,-3.095051,0
41343,-170.905000,-0.138449,-230.359000,8,8,312,-3.140783,0
40938,-171.975000,-4.919170,-225.453000,8,8,235,-3.112996,0
41773,-171.818000,-5.777510,-114.979000,8,8,391,-3.107980,0
41777,-171.560000,-7.195360,-106.132000,8,8,391,-3.099676,0
41780,-172.170000,-3.848350,-84.960400,8,8,391,-3.119244,0
41774,-171.511000,-7.462010,-75.733200,8,8,391,-3.098113,0
41778,-172.785000,-0.475314,-72.808900,8,8,391,-3.138842,0
42370,-170.890000,-0.285089,-72.019400,8,8,468,-3.139924,0
42376,-172.707000,-3.661690,-52.294400,8,8,469,-3.120394,0
43003,-171.317000,-0.993697,-17.086000,8,8,546,-3.135792,0
42378,-172.625000,-4.111760,-4.988400,8,8,469,-3.117778,0
43008,-171.715000,-6.343730,3.359370,8,8,547,-3.104666,0
43011,-171.466000,-7.710950,4.749830,8,8,547,-3.096652,0
43660,-172.689000,-3.760830,76.156700,8,8,625,-3.119818,0
44179,-171.382000,-0.342162,87.214000,8,8,702,-3.139596,0
43657,-173.282000,-0.505433,88.315400,8,8,625,-3.138676,0
44181,-171.413000,-0.030824,93.006800,8,8,702,-3.141413,0
44174,-171.409000,-0.072286,95.303800,8,8,702,-3.141171,0
43661,-173.304000,-0.385764,96.355800,8,8,625,-3.139367,0
43656,-172.119000,-6.889060,107.343000,8,8,625,-3.101589,0
44182,-172.812000,-0.323464,179.112000,8,8,703,-3.139721,0
44659,-170.798000,-1.204540,184.285000,8,8,780,-3.134540,0
44183,-172.553000,-1.743960,186.273000,8,8,703,-3.131486,0
44185,-172.527000,-1.885500,197.316000,8,8,703,-3.130664,0
44661,-172.844000,-2.910520,220.928000,8,8,781,-3.124755,0
44664,-172.742000,-3.467440,243.461000,8,8,781,-3.121522,0
44663,-172.358000,-5.575790,262.821000,8,8,781,-3.109254,0
45100,-171.442000,-7.840370,328.604000,8,8,859,-3.095893,0
45101,-172.240000,-3.460470,338.364000,8,8,859,-3.121504,0
45449,-172.309000,-5.846830,358.165000,8,8,937,-3.107673,0
45448,-172.936000,-2.403550,366.338000,8,8,937,-3.127695,0
45446,-172.571000,-4.406120,368.136000,8,8,937,-3.116066,0
45445,-171.954000,-7.794670,404.323000,8,8,937,-3.096294,0
45737,-172.368000,-2.758270,427.573000,8,8,1015,-3.125592,0
45738,-171.721000,-6.308390,433.332000,8,8,1015,-3.104873,0
45740,-171.592000,-7.017870,462.785000,8,8,1015,-3.100717,0
16875,-33.153700,-1.934740,-423.517000,8,2,1,-3.083302,1
17140,-32.697900,-1.738130,-262.897000,8,2,49,-3.088485,1
17556,-31.584500,-1.686440,-254.020000,8,2,64,-3.088249,1
17141,-32.321100,-2.815920,-245.739000,8,2,49,-3.054689,1
18163,-32.093600,-1.920380,-190.726000,8,2,80,-3.081827,1
17594,-33.156500,-1.926520,-181.135000,8,2,65,-3.083554,1
18170,-32.091800,-1.888420,-175.420000,8,2,80,-3.082816,1
17591,-32.963300,-2.479070,-148.703000,8,2,65,-3.066527,1
17599,-33.098700,-2.091960,-146.254000,8,2,65,-3.078473,1
18164,-32.099100,-2.018430,-141.880000,8,2,80,-3.078794,1
19132,-31.601400,-1.985960,-139.697000,8,2,96,-3.078831,1
18192,-32.533300,-2.208800,-126.310000,8,2,81,-3.073803,1
19160,-31.609800,-2.135730,-122.694000,8,2,96,-3.074130,1
18215,-32.606100,-2.000630,-97.193000,8,2,81,-3.080312,1
19159,-31.598500,-1.936040,-94.319800,8,2,96,-3.080399,1
18221,-32.202900,-3.153900,-89.285400,8,2,81,-3.043966,1
18211,-32.447200,-2.455050,-85.838400,8,2,81,-3.066074,1
18235,-32.726500,-1.656300,-82.530700,8,2,81,-3.091025,1
19164,-31.581700,-1.636520,-79.787300,8,2,96,-3.089820,1
18182,-32.418200,-2.538040,-73.561200,8,2,81,-3.063461,1
18228,-32.483500,-2.351360,-70.320600,8,2,81,-3.069332,1
21384,-32.074900,-1.588900,-63.152300,8,2,112,-3.092096,1
19280,-32.780600,-3.001850,-56.960200,8,2,97,-3.050273,1
21532,-32.440500,-2.474400,0.771873,8,2,113,-3.065465,1
19284,-32.951200,-2.513910,0.803123,8,2,97,-3.065448,1
23517,-31.578800,-1.586600,3.535000,8,2,128,-3.091392,1
21481,-32.721500,-1.670520,3.722020,8,2,113,-3.090584,1
23416,-31.589000,-1.767630,6.565620,8,2,128,-3.085694,1
21396,-32.676100,-1.800480,6.634980,8,2,113,-3.086547,1
21408,-32.273600,-2.951550,12.334300,8,2,113,-3.050392,1
21435,-32.477100,-2.369600,12.763300,8,2,113,-3.068760,1
21482,-32.420700,-2.531090,20.218900,8,2,113,-3.063681,1
21497,-32.512200,-2.269330,23.991000,8,2,113,-3.071906,1
21498,-32.343600,-2.751440,33.077700,8,2,113,-3.056728,1
21430,-32.608000,-1.995240,38.735900,8,2,113,-3.080480,1
21415,-32.298200,-2.881390,38.998600,8,2,113,-3.052616,1
21520,-32.251100,-3.016140,56.454100,8,2,113,-3.048343,1
21423,-32.676900,-1.798150,60.864000,8,2,113,-3.086620,1
24488,-32.100200,-2.038180,77.241700,8,2,144,-3.078183,1
23573,-33.094900,-2.102790,79.592300,8,2,129,-3.078140,1
23556,-33.025700,-2.300580,79.878800,8,2,129,-3.072045,1
24491,-32.100200,-2.038180,85.926800,8,2,144,-3.078183,1
23539,-33.099000,-2.090940,88.404200,8,2,129,-3.078504,1
23574,-32.958400,-2.493260,101.117000,8,2,129,-3.066088,1
23558,-33.049000,-2.234060,115.193000,8,2,129,-3.074097,1
24496,-32.077700,-1.638820,139.476000,8,2,144,-3.090548,1
24539,-32.215400,-3.118070,139.489000,8,2,145,-3.045105,1
23567,-32.740400,-3.116750,139.505000,8,2,129,-3.046683,1
24571,-32.707300,-1.711360,142.065000,8,2,145,-3.089317,1
24554,-32.398200,-2.595260,147.448000,8,2,145,-3.061658,1
24558,-32.229200,-3.078590,165.199000,8,2,145,-3.046360,1
25074,-31.587300,-1.736360,174.810000,8,2,160,-3.086678,1
24544,-32.689300,-1.762660,180.792000,8,2,145,-3.087723,1
25072,-31.606300,-2.073210,202.691000,8,2,160,-3.076092,1
24567,-32.540800,-2.187400,209.053000,8,2,145,-3.074473,1
25129,-33.043200,-2.250810,212.480000,8,2,161,-3.073581,1
25509,-32.088900,-1.838500,254.960000,8,2,176,-3.084361,1
25496,-32.074900,-1.588900,257.910000,8,2,176,-3.092096,1
25122,-33.165700,-1.900340,263.527000,8,2,161,-3.084357,1
25135,-33.244100,-1.676140,267.248000,8,2,161,-3.091216,1
25510,-32.094600,-1.938340,271.334000,8,2,176,-3.081271,1
25120,-33.129600,-2.003650,279.933000,8,2,161,-3.081187,1
25768,-72.403200,-5.017590,-469.171000,8,4,1,-3.072403,1
25771,-72.006500,-6.651760,-459.752000,8,4,1,-3.049477,1
25989,-71.660600,-5.977940,-416.052000,8,4,33,-3.058365,1
26293,-72.059400,-6.433760,-348.520000,8,4,65,-3.052545,1
26289,-71.972500,-6.791660,-327.076000,8,4,65,-3.047507,1
26292,-72.146700,-6.074170,-317.400000,8,4,65,-3.057599,1
26610,-71.948000,-4.794310,-265.158000,8,4,97,-3.075055,1
26607,-71.446900,-6.858130,-239.468000,8,4,97,-3.045897,1
27052,-72.688600,-3.842200,-154.213000,8,4,129,-3.088783,1
27040,-71.978700,-6.766050,-152.958000,8,4,129,-3.047867,1
27039,-72.455500,-4.802170,-150.490000,8,4,129,-3.075412,1
27047,-72.445100,-4.845260,-148.366000,8,4,129,-3.074810,1
27049,-72.068900,-6.394780,-147.691000,8,4,129,-3.053093,1
27053,-72.062700,-6.420280,-144.372000,8,4,129,-3.052734,1
27654,-72.124700,-4.066380,-107.999000,8,4,161,-3.085272,1
27653,-72.120100,-4.085350,-91.886200,8,4,161,-3.085007,1
28421,-72.712300,-3.744620,-62.535400,8,4,193,-3.090139,1
28419,-72.571400,-4.324960,-56.422100,8,4,193,-3.082067,1
28427,-72.391700,-5.065080,-48.892200,8,4,193,-3.071739,1
28433,-72.443000,-4.853610,-39.428400,8,4,193,-3.074694,1
28417,-71.977700,-6.770300,-29.569600,8,4,193,-3.047808,1
29595,-71.936500,-4.841520,1.816330,8,4,225,-3.074391,1
29621,-71.979600,-4.663880,10.165600,8,4,225,-3.076889,1
29598,-72.042200,-4.406230,16.531100,8,4,225,-3.080507,1
29596,-71.835300,-5.258180,27.616400,8,4,225,-3.068525,1
29608,-71.754500,-5.591210,27.983800,8,4,225,-3.063828,1
29601,-72.148500,-3.968480,57.222900,8,4,225,-3.086644,1
30701,-72.329200,-5.322370,84.165400,8,4,257,-3.068140,1
30692,-71.935800,-6.943050,119.121000,8,4,257,-3.045373,1
30698,-71.951400,-6.878690,125.616000,8,4,257,-3.046280,1
31456,-72.105600,-4.144960,148.862000,8,4,289,-3.084171,1
31469,-71.571600,-6.344450,170.609000,8,4,289,-3.053179,1
31462,-72.140300,-4.002050,185.592000,8,4,289,-3.086174,1
31458,-72.040600,-4.412810,187.753000,8,4,289,-3.080415,1
32014,-72.016800,-6.609380,240.381000,8,4,321,-3.050073,1
32419,-71.778300,-5.492910,279.587000,8,4,353,-3.065215,1
32418,-71.528700,-6.521340,304.183000,8,4,353,-3.050673,1
32755,-72.282200,-5.516050,363.574000,8,4,385,-3.065428,1
32753,-72.139400,-6.104180,378.040000,8,4,385,-3.057177,1
33018,-72.015200,-4.517130,469.889000,8,4,417,-3.078950,1
33021,-71.952900,-4.774110,473.651000,8,4,417,-3.075339,1
33253,-115.505000,-9.644450,-438.880000,8,6,1,-3.058288,1
33250,-116.214000,-6.151350,-431.683000,8,6,1,-3.088711,1
34162,-115.658000,-6.400300,-246.813000,8,6,157,-3.086311,1
34171,-115.597000,-6.702560,-246.029000,8,6,157,-3.083675,1
34168,-115.476000,-7.299310,-243.463000,8,6,157,-3.078466,1
34170,-115.100000,-9.146530,-240.342000,8,6,157,-3.062293,1
34169,-115.560000,-6.882880,-236.936000,8,6,157,-3.082102,1
34165,-115.647000,-6.456890,-233.039000,8,6,157,-3.085818,1
34607,-115.936000,-7.520450,-159.445000,8,6,209,-3.076816,1
34610,-115.172000,-11.282200,-152.384000,8,6,209,-3.043945,1
34612,-115.772000,-8.325650,-147.274000,8,6,209,-3.069802,1
35123,-115.633000,-6.526290,-115.828000,8,6,261,-3.085213,1
35127,-115.322000,-8.055830,-114.121000,8,6,261,-3.071851,1
35766,-115.373000,-10.292200,-25.763700,8,6,313,-3.052620,1
35765,-115.537000,-9.483130,-17.023700,8,6,313,-3.059698,1
35762,-116.044000,-6.989340,-5.048460,8,6,313,-3.081435,1
36639,-115.613000,-6.623160,3.021880,8,6,365,-3.084368,1
36637,-115.079000,-9.251520,17.309700,8,6,365,-3.061372,1
36630,-114.997000,-9.654110,44.815500,8,6,365,-3.057838,1
36640,-115.307000,-8.128460,50.827400,8,6,365,-3.071215,1
36634,-114.945000,-9.910350,52.524700,8,6,365,-3.055587,1
36633,-115.088000,-9.205670,54.978700,8,6,365,-3.061774,1
36635,-115.616000,-6.610590,59.886700,8,6,365,-3.084478,1
37395,-116.008000,-7.166700,92.439400,8,6,417,-3.079893,1
37401,-115.234000,-10.977100,92.688600,8,6,417,-3.046620,1
37398,-115.754000,-8.415570,102.212000,8,6,417,-3.069018,1
38059,-115.016000,-9.562060,161.181000,8,6,469,-3.058647,1
38060,-115.699000,-6.201320,171.383000,8,6,469,-3.088045,1
38556,-115.214000,-11.076000,216.937000,8,6,521,-3.045753,1
38555,-115.205000,-11.117500,245.164000,8,6,521,-3.045389,1
38554,-116.197000,-6.236650,264.550000,8,6,521,-3.087971,1
38559,-115.165000,-11.313900,273.322000,8,6,521,-3.043666,1
38973,-115.734000,-6.028760,308.405000,8,6,573,-3.089548,1
38968,-115.005000,-9.617070,324.427000,8,6,573,-3.058164,1
38969,-114.931000,-9.978440,326.942000,8,6,573,-3.054989,1
38972,-114.754000,-10.853000,337.821000,8,6,573,-3.047297,1
39923,-170.887000,-13.647700,-485.087000,8,8,1,-3.061898,1
39925,-170.976000,-13.159300,-483.671000,8,8,1,-3.064778,1
39928,-172.944000,-13.456800,-479.566000,8,8,2,-3.063939,1
40220,-170.901000,-10.811400,-383.249000,8,8,79,-3.078416,1
40223,-171.995000,-15.094300,-369.348000,8,8,80,-3.054057,1
40219,-170.179000,-14.773300,-365.365000,8,8,79,-3.054999,1
40224,-172.263000,-14.090300,-350.499000,8,8,80,-3.059979,1
40567,-171.778000,-8.757840,-349.659000,8,8,157,-3.090653,1
40566,-170.848000,-13.864600,-347.546000,8,8,157,-3.060618,1
40935,-170.535000,-12.818300,-254.072000,8,8,235,-3.066569,1
40943,-171.820000,-15.747500,-218.683000,8,8,236,-3.050197,1
41349,-172.293000,-15.897500,-188.184000,8,8,314,-3.049583,1
41352,-172.342000,-15.713800,-170.161000,8,8,314,-3.050666,1
41346,-171.636000,-9.536060,-165.804000,8,8,313,-3.086090,1
41345,-171.643000,-9.498030,-148.909000,8,8,313,-3.086313,1
41779,-170.308000,-14.065500,-137.991000,8,8,391,-3.059191,1
41784,-172.314000,-13.897900,-137.878000,8,8,392,-3.061112,1
41782,-171.555000,-16.741500,-136.040000,8,8,392,-3.044314,1
41786,-172.318000,-13.884000,-121.717000,8,8,392,-3.061194,1
41776,-170.446000,-13.303500,-120.257000,8,8,391,-3.063699,1
41783,-172.208000,-14.295000,-108.698000,8,8,392,-3.058772,1
41775,-170.263000,-14.311100,-107.606000,8,8,391,-3.057737,1
41781,-170.968000,-10.442100,-72.264800,8,8,391,-3.080592,1
42381,-172.748000,-14.191400,-59.073200,8,8,470,-3.059626,1
42379,-170.685000,-14.758600,-57.709500,8,8,469,-3.055340,1
42377,-171.700000,-9.189270,-24.113300,8,8,469,-3.088124,1
43010,-171.316000,-8.532130,9.546880,8,8,547,-3.091830,1
